CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,Contract,PaymentMethod,Churn
4128,Female,1,3,29.35,88.05,Month-to-month,Credit card,1
4129,Male,0,17,73.44,1248.48,Month-to-month,Electronic check,0
4130,Male,0,44,69.82,3072.08,Month-to-month,Bank transfer,0
4131,Male,0,46,54.72,2517.12,One year,Mailed check,1
4132,Female,0,58,36.88,2139.04,One year,Bank transfer,1
4133,Female,1,28,103.8,2906.4,Two year,Mailed check,1
4134,Male,1,14,107.64,1506.96,One year,Electronic check,0
4135,Male,1,9,74.06,666.54,Month-to-month,Electronic check,0
4136,Female,0,26,44.42,1154.92,One year,Electronic check,0
4137,Female,1,2,29.61,59.22,Two year,Bank transfer,0
4138,Male,0,34,106.85,3632.9,One year,Electronic check,1
4139,Female,0,19,29.61,562.59,Two year,Bank transfer,0
4140,Female,0,39,21.32,831.48,Two year,Credit card,1
4141,Female,1,13,66.94,870.22,Two year,Mailed check,0
4142,Female,1,5,93.13,465.65,Month-to-month,Mailed check,0
4143,Male,0,50,65.75,3287.5,Two year,Mailed check,0
4144,Female,1,23,25.14,578.22,One year,Electronic check,0
4145,Female,1,29,89.0,2581.0,One year,Mailed check,1
4146,Male,0,26,84.23,2189.98,One year,Electronic check,0
4147,Male,0,57,88.15,5024.55,Two year,Bank transfer,0
4148,Female,1,1,41.12,41.12,Two year,Electronic check,1
4149,Female,0,28,99.57,2787.96,Month-to-month,Mailed check,1
4150,Female,0,62,67.92,4211.04,Two year,Electronic check,1
4151,Female,1,47,73.64,3461.08,One year,Electronic check,0
4152,Male,1,59,74.58,4400.22,Month-to-month,Bank transfer,0
4153,Male,0,31,48.68,1509.08,One year,Electronic check,1
4154,Male,1,70,45.01,3150.7,Month-to-month,Mailed check,0
4155,Female,0,49,20.48,1003.52,Two year,Electronic check,0
4156,Female,0,5,59.66,298.3,Month-to-month,Credit card,1
4157,Female,1,31,68.51,2123.81,Two year,Electronic check,1
4158,Female,0,37,94.28,3488.36,Two year,Credit card,0
4159,Male,0,15,26.66,399.9,One year,Mailed check,0
4160,Male,0,52,112.4,5844.8,Two year,Credit card,0
4161,Female,1,69,46.4,3201.6,Two year,Credit card,0
4162,Male,1,11,56.67,623.37,Two year,Credit card,0
4163,Female,1,43,24.84,1068.12,One year,Credit card,0
4164,Female,0,70,85.31,5971.7,Two year,Credit card,0
4165,Male,0,23,90.89,2090.47,One year,Electronic check,0
4166,Female,1,40,112.88,4515.2,Month-to-month,Bank transfer,0
4167,Female,1,63,53.68,3381.84,One year,Credit card,0
4168,Male,1,2,45.74,91.48,One year,Mailed check,0
4169,Female,0,47,92.61,4352.67,Two year,Mailed check,0
4170,Female,1,30,90.68,2720.4,One year,Electronic check,0
4171,Male,0,16,113.71,1819.36,Month-to-month,Bank transfer,1
4172,Female,1,59,40.53,2391.27,One year,Bank transfer,0
4173,Male,0,47,90.53,4254.91,Two year,Credit card,1
4174,Female,0,30,26.69,800.7,Month-to-month,Mailed check,1
4175,Male,1,9,68.04,612.36,Two year,Mailed check,0
4176,Male,0,65,31.94,2076.1,Two year,Electronic check,1
4177,Male,1,59,85.31,5033.29,One year,Credit card,0
4178,Female,0,64,80.15,5129.6,Two year,Mailed check,0
4179,Male,0,8,24.88,199.04,Month-to-month,Credit card,0
4180,Male,1,52,51.96,2701.92,Month-to-month,Bank transfer,0
4181,Male,0,18,59.5,1071.0,Month-to-month,Credit card,0
4182,Male,1,58,44.81,2598.98,Month-to-month,Credit card,0
4183,Male,1,49,23.87,1169.63,One year,Electronic check,0
4184,Female,1,32,51.88,1660.16,Month-to-month,Electronic check,0
4185,Female,0,48,99.26,4764.48,One year,Bank transfer,0
4186,Female,0,45,56.01,2520.45,Two year,Bank transfer,0
4187,Female,0,54,52.34,2826.36,Two year,Credit card,1
4188,Female,1,46,114.18,5252.28,One year,Mailed check,0
4189,Female,1,31,24.16,748.96,Two year,Credit card,0
4190,Female,0,37,96.73,3579.01,Two year,Bank transfer,0
4191,Male,0,16,68.31,1092.96,Month-to-month,Electronic check,0
4192,Female,1,46,114.45,5264.7,Two year,Electronic check,0
4193,Male,0,46,59.35,2730.1,Two year,Bank transfer,1
4194,Male,1,61,90.8,5538.8,One year,Credit card,0
4195,Female,0,46,26.99,1241.54,Month-to-month,Mailed check,1
4196,Male,1,51,112.88,5756.88,Two year,Electronic check,1
4197,Male,0,62,54.45,3375.9,Two year,Credit card,0
4198,Male,0,35,72.4,2534.0,One year,Mailed check,1
4199,Male,1,42,33.85,1421.7,Two year,Bank transfer,0
4200,Female,1,45,114.56,5155.2,Month-to-month,Credit card,1
4201,Female,1,68,87.3,5936.4,Month-to-month,Mailed check,0
4202,Female,0,47,25.39,1193.33,Month-to-month,Credit card,0
4203,Female,1,30,35.52,1065.6,One year,Electronic check,1
4204,Female,1,24,59.98,1439.52,Month-to-month,Bank transfer,0
4205,Female,0,66,41.68,2750.88,Month-to-month,Electronic check,1
4206,Female,1,43,50.46,2169.78,Month-to-month,Electronic check,0
4207,Female,1,34,119.75,4071.5,Month-to-month,Credit card,0
4208,Female,1,23,85.86,1974.78,Month-to-month,Bank transfer,0
4209,Female,0,61,112.22,6845.42,Month-to-month,Credit card,1
4210,Male,0,37,63.58,2352.46,One year,Mailed check,0
4211,Female,0,13,91.03,1183.39,Month-to-month,Bank transfer,0
4212,Male,1,71,65.97,4683.87,Two year,Electronic check,0
4213,Male,0,7,52.82,369.74,One year,Electronic check,1
4214,Male,1,42,71.92,3020.64,Two year,Electronic check,0
4215,Male,1,38,62.73,2383.74,Two year,Credit card,0
4216,Female,1,52,118.05,6138.6,Month-to-month,Credit card,0
4217,Male,0,44,69.62,3063.28,Two year,Credit card,0
4218,Female,0,64,101.11,6471.04,Two year,Bank transfer,1
4219,Female,1,13,86.68,1126.84,Two year,Bank transfer,0
4220,Male,1,28,67.96,1902.88,Month-to-month,Bank transfer,0
4221,Female,0,1,67.42,67.42,Month-to-month,Bank transfer,0
4222,Male,0,43,54.19,2330.17,Month-to-month,Mailed check,0
4223,Male,0,42,30.7,1289.4,One year,Electronic check,0
4224,Female,1,50,96.15,4807.5,Month-to-month,Credit card,1
4225,Female,0,60,111.81,6708.6,Month-to-month,Credit card,0
4226,Male,0,1,41.8,41.8,Two year,Mailed check,0
4227,Female,0,51,112.57,5741.07,Month-to-month,Electronic check,0
4228,Female,1,16,43.23,691.68,Two year,Electronic check,1
4229,Female,0,39,73.01,2847.39,Month-to-month,Mailed check,0
4230,Male,1,15,54.36,815.4,Month-to-month,Bank transfer,1
4231,Male,1,33,31.45,1037.85,Month-to-month,Electronic check,0
4232,Female,1,53,25.28,1339.84,Month-to-month,Bank transfer,0
4233,Female,0,17,56.53,961.01,Month-to-month,Mailed check,0
4234,Female,0,6,24.73,148.38,Month-to-month,Credit card,0
4235,Female,0,31,30.42,943.02,Month-to-month,Credit card,1
4236,Female,1,69,34.23,2361.87,Two year,Credit card,0
4237,Male,0,40,20.19,807.6,One year,Credit card,0
4238,Female,1,30,35.33,1059.9,One year,Electronic check,0
4239,Male,0,69,77.73,5363.37,Month-to-month,Bank transfer,0
4240,Female,0,7,101.95,713.65,One year,Credit card,1
4241,Male,0,13,39.34,511.42,Two year,Credit card,1
4242,Female,0,4,28.09,112.36,Two year,Credit card,0
4243,Male,1,50,92.95,4647.5,Two year,Mailed check,0
4244,Female,1,3,20.82,62.46,One year,Electronic check,0
4245,Male,1,12,93.42,1121.04,One year,Mailed check,1
4246,Male,1,65,33.11,2152.15,One year,Bank transfer,1
4247,Male,0,27,42.83,1156.41,Month-to-month,Credit card,1
4248,Male,1,50,32.01,1600.5,Two year,Electronic check,0
4249,Male,1,17,44.73,760.41,Two year,Electronic check,0
4250,Male,1,32,99.82,3194.24,Month-to-month,Electronic check,0
4251,Female,0,51,33.25,1695.75,One year,Mailed check,0
4252,Male,1,17,119.42,2030.14,Two year,Mailed check,0
4253,Female,1,34,52.71,1792.14,One year,Mailed check,0
4254,Female,0,35,112.2,3927.0,Month-to-month,Mailed check,0
4255,Female,0,24,39.0,936.0,One year,Bank transfer,0
4256,Female,1,54,38.79,2094.66,Month-to-month,Credit card,0
4257,Female,1,18,76.53,1377.54,One year,Credit card,0
4258,Male,0,50,25.06,1253.0,Month-to-month,Mailed check,1
4259,Male,1,46,100.1,4604.6,Two year,Mailed check,0
4260,Male,0,48,63.96,3070.08,Month-to-month,Mailed check,0
4261,Female,1,33,89.92,2967.36,One year,Bank transfer,0
4262,Male,1,27,37.46,1011.42,Two year,Bank transfer,1
4263,Male,1,1,84.24,84.24,One year,Electronic check,0
4264,Male,1,59,79.41,4685.19,One year,Credit card,0
4265,Male,1,10,95.57,955.7,Month-to-month,Mailed check,0
4266,Male,0,25,49.74,1243.5,Month-to-month,Electronic check,1
4267,Female,0,57,113.32,6459.24,One year,Credit card,0
4268,Male,1,66,116.13,7664.58,Month-to-month,Electronic check,0
4269,Female,1,15,106.81,1602.15,One year,Bank transfer,1
4270,Female,1,28,77.2,2161.6,Month-to-month,Bank transfer,0
4271,Female,0,13,62.03,806.39,Month-to-month,Electronic check,0
4272,Female,0,14,25.8,361.2,One year,Electronic check,1
4273,Female,0,66,114.72,7571.52,Two year,Credit card,1
4274,Male,0,34,115.18,3916.12,Month-to-month,Mailed check,0
4275,Male,0,25,21.87,546.75,One year,Credit card,1
4276,Male,0,54,55.69,3007.26,Two year,Credit card,0
4277,Female,0,12,108.0,1296.0,Month-to-month,Bank transfer,0
4278,Male,0,9,28.09,252.81,Month-to-month,Bank transfer,0
4279,Male,1,31,39.66,1229.46,One year,Electronic check,0
4280,Female,0,53,117.87,6247.11,Month-to-month,Bank transfer,0
4281,Female,0,43,104.73,4503.39,One year,Credit card,1
4282,Female,0,38,111.21,4225.98,One year,Electronic check,0
4283,Female,0,42,34.22,1437.24,Month-to-month,Electronic check,0
4284,Male,1,48,41.13,1974.24,Two year,Bank transfer,0
4285,Female,0,67,80.54,5396.18,Month-to-month,Mailed check,0
4286,Female,1,66,70.17,4631.22,Two year,Bank transfer,0
4287,Male,1,16,49.85,797.6,Month-to-month,Electronic check,0
4288,Male,1,16,108.38,1734.08,Two year,Electronic check,1
4289,Female,0,31,110.14,3414.34,Month-to-month,Mailed check,1
4290,Male,0,58,49.17,2851.86,Two year,Credit card,0
4291,Female,0,28,35.58,996.24,Two year,Electronic check,0
4292,Female,1,4,34.91,139.64,Month-to-month,Mailed check,0
4293,Male,1,10,68.44,684.4,Month-to-month,Credit card,0
4294,Male,1,51,33.29,1697.79,One year,Bank transfer,0
4295,Female,1,18,67.33,1211.94,Two year,Mailed check,0
4296,Female,0,47,66.19,3110.93,Month-to-month,Credit card,0
4297,Female,0,32,108.41,3469.12,One year,Electronic check,0
4298,Male,0,30,49.62,1488.6,Month-to-month,Electronic check,1
4299,Female,1,36,76.07,2738.52,Two year,Mailed check,0
4300,Female,1,9,94.35,849.15,Month-to-month,Bank transfer,0
4301,Female,0,36,79.59,2865.24,Month-to-month,Mailed check,0
4302,Female,0,29,115.41,3346.89,One year,Electronic check,0
4303,Female,1,16,80.23,1283.68,Month-to-month,Credit card,0
4304,Male,0,21,110.19,2313.99,One year,Bank transfer,0
4305,Female,0,64,44.51,2848.64,Two year,Credit card,0
4306,Female,1,66,76.08,5021.28,Two year,Mailed check,1
4307,Female,1,59,74.33,4385.47,Month-to-month,Mailed check,1
4308,Female,1,28,118.95,3330.6,One year,Credit card,0
4309,Male,0,55,40.45,2224.75,Two year,Credit card,0
4310,Male,1,31,34.1,1057.1,Month-to-month,Credit card,0
4311,Male,0,33,81.17,2678.61,Month-to-month,Mailed check,0
4312,Female,0,60,42.37,2542.2,Month-to-month,Credit card,0
4313,Female,1,41,83.92,3440.72,Month-to-month,Electronic check,0
4314,Male,0,46,117.25,5393.5,Month-to-month,Credit card,0
4315,Male,1,49,114.65,5617.85,One year,Electronic check,0
4316,Male,1,65,43.11,2802.15,Month-to-month,Electronic check,0
4317,Female,0,42,37.09,1557.78,Month-to-month,Credit card,0
4318,Female,0,23,76.07,1749.61,Month-to-month,Bank transfer,1
4319,Male,1,27,78.68,2124.36,Month-to-month,Bank transfer,1
4320,Male,1,32,86.23,2759.36,Month-to-month,Bank transfer,0
4321,Male,1,3,94.15,282.45,Month-to-month,Electronic check,0
4322,Female,1,60,80.1,4806.0,Month-to-month,Bank transfer,0
4323,Female,1,17,31.18,530.06,Two year,Bank transfer,0
4324,Female,1,32,99.02,3168.64,Two year,Credit card,0
4325,Male,0,7,27.95,195.65,Month-to-month,Mailed check,0
4326,Male,0,71,22.0,1562.0,One year,Electronic check,0
4327,Female,0,69,96.97,6690.93,Month-to-month,Mailed check,0
4328,Male,0,58,74.84,4340.72,One year,Electronic check,1
4329,Female,1,40,89.86,3594.4,One year,Electronic check,0
4330,Male,0,48,58.27,2796.96,One year,Bank transfer,0
4331,Male,0,51,21.11,1076.61,One year,Credit card,0
4332,Male,1,57,53.1,3026.7,One year,Mailed check,0
4333,Male,0,71,80.81,5737.51,Two year,Mailed check,0
4334,Female,1,37,42.57,1575.09,Month-to-month,Bank transfer,1
4335,Male,1,55,88.78,4882.9,Two year,Mailed check,1
4336,Female,1,41,99.44,4077.04,Two year,Mailed check,0
4337,Female,1,20,65.43,1308.6,Month-to-month,Electronic check,0
4338,Female,1,33,107.57,3549.81,Two year,Credit card,0
4339,Male,0,40,105.48,4219.2,Month-to-month,Credit card,1
4340,Female,0,34,107.81,3665.54,Month-to-month,Mailed check,1
4341,Female,0,62,86.1,5338.2,Month-to-month,Mailed check,0
4342,Female,1,19,50.48,959.12,Month-to-month,Electronic check,1
4343,Male,0,43,68.13,2929.59,One year,Bank transfer,0
4344,Male,0,69,91.05,6282.45,One year,Electronic check,0
4345,Female,0,63,41.06,2586.78,Two year,Bank transfer,0
4346,Male,0,10,93.88,938.8,Month-to-month,Bank transfer,0
4347,Female,1,13,74.81,972.53,Month-to-month,Electronic check,1
4348,Female,0,5,29.6,148.0,Month-to-month,Credit card,0
4349,Male,1,58,75.73,4392.34,Month-to-month,Electronic check,1
4350,Female,1,59,26.68,1574.12,One year,Bank transfer,1
4351,Male,0,59,21.43,1264.37,One year,Credit card,1
4352,Male,1,15,108.96,1634.4,One year,Credit card,0
4353,Female,1,1,68.99,68.99,Two year,Electronic check,0
4354,Male,1,38,74.33,2824.54,Month-to-month,Credit card,0
4355,Male,1,53,47.99,2543.47,One year,Credit card,1
4356,Female,1,52,74.27,3862.04,One year,Electronic check,0
4357,Female,1,1,36.89,36.89,Month-to-month,Mailed check,0
4358,Male,1,11,94.56,1040.16,One year,Credit card,1
4359,Male,0,58,102.33,5935.14,Month-to-month,Electronic check,1
4360,Female,0,40,105.59,4223.6,Month-to-month,Electronic check,1
4361,Male,1,60,30.67,1840.2,One year,Mailed check,0
4362,Male,1,44,75.78,3334.32,Two year,Credit card,0
4363,Male,0,6,100.88,605.28,Month-to-month,Bank transfer,0
4364,Male,0,28,32.82,918.96,Two year,Bank transfer,0
4365,Male,0,31,29.95,928.45,One year,Credit card,0
4366,Male,0,8,101.69,813.52,Month-to-month,Credit card,0
4367,Male,1,5,99.67,498.35,Month-to-month,Electronic check,1
4368,Female,1,54,64.87,3502.98,One year,Electronic check,1
4369,Female,0,17,30.97,526.49,Two year,Bank transfer,0
4370,Female,0,38,71.61,2721.18,One year,Credit card,0
4371,Female,0,9,59.48,535.32,One year,Electronic check,0
4372,Female,0,14,71.85,1005.9,One year,Bank transfer,0
4373,Male,1,26,63.99,1663.74,Two year,Bank transfer,1
4374,Male,0,62,76.85,4764.7,Month-to-month,Mailed check,0
4375,Male,0,25,92.71,2317.75,Month-to-month,Credit card,0
4376,Male,0,36,97.49,3509.64,One year,Mailed check,0
4377,Female,1,33,84.9,2801.7,One year,Electronic check,1
4378,Male,1,3,39.89,119.67,Two year,Electronic check,1
4379,Male,1,11,59.71,656.81,One year,Bank transfer,1
4380,Female,0,58,27.12,1572.96,Two year,Electronic check,0
4381,Male,0,64,65.17,4170.88,Two year,Mailed check,0
4382,Male,0,18,117.03,2106.54,Two year,Credit card,0
4383,Female,1,47,84.17,3955.99,One year,Bank transfer,0
4384,Male,1,44,35.46,1560.24,Month-to-month,Bank transfer,0
4385,Male,0,59,46.86,2764.74,Two year,Electronic check,1
4386,Male,0,50,26.46,1323.0,Month-to-month,Bank transfer,0
4387,Male,1,69,38.24,2638.56,Two year,Bank transfer,0
4388,Male,0,29,68.78,1994.62,One year,Credit card,1
4389,Female,0,67,54.49,3650.83,Two year,Bank transfer,0
4390,Female,0,2,40.4,80.8,Two year,Credit card,0
4391,Female,1,25,34.66,866.5,Month-to-month,Mailed check,0
4392,Female,0,19,85.61,1626.59,One year,Bank transfer,1
4393,Female,0,40,75.81,3032.4,Two year,Mailed check,0
4394,Female,0,2,104.26,208.52,One year,Credit card,0
4395,Male,0,65,38.33,2491.45,Month-to-month,Bank transfer,1
4396,Female,1,62,104.8,6497.6,One year,Electronic check,0
4397,Female,1,54,77.79,4200.66,One year,Electronic check,1
4398,Male,1,45,46.62,2097.9,Month-to-month,Bank transfer,0
4399,Male,0,49,47.36,2320.64,Two year,Credit card,0
4400,Female,1,69,59.04,4073.76,Two year,Electronic check,0
4401,Male,0,38,66.01,2508.38,One year,Mailed check,0
4402,Female,1,4,28.25,113.0,Two year,Credit card,0
4403,Male,0,17,104.2,1771.4,Month-to-month,Credit card,0
4404,Female,1,53,32.15,1703.95,One year,Bank transfer,0
4405,Male,1,53,68.35,3622.55,One year,Mailed check,0
4406,Male,1,31,58.3,1807.3,Two year,Credit card,0
4407,Female,0,22,71.23,1567.06,Two year,Bank transfer,1
4408,Female,0,11,108.75,1196.25,Two year,Mailed check,0
4409,Female,0,34,118.91,4042.94,One year,Credit card,0
4410,Female,1,15,22.03,330.45,Two year,Electronic check,0
4411,Female,0,10,59.32,593.2,One year,Mailed check,0
4412,Male,0,53,101.76,5393.28,Two year,Credit card,1
4413,Female,0,48,52.66,2527.68,One year,Mailed check,1
4414,Female,0,31,84.9,2631.9,One year,Electronic check,1
4415,Male,0,37,119.23,4411.51,One year,Credit card,0
4416,Male,0,28,84.68,2371.04,Two year,Electronic check,0
4417,Female,1,31,31.12,964.72,Two year,Bank transfer,0
4418,Male,1,70,104.29,7300.3,Month-to-month,Bank transfer,0
4419,Male,0,14,116.67,1633.38,One year,Credit card,1
4420,Female,1,16,91.25,1460.0,Two year,Credit card,1
4421,Male,1,25,61.91,1547.75,Month-to-month,Mailed check,0
4422,Male,0,39,114.84,4478.76,Month-to-month,Credit card,0
4423,Female,0,66,116.86,7712.76,Two year,Bank transfer,0
4424,Female,1,38,113.51,4313.38,One year,Credit card,1
4425,Male,0,41,61.18,2508.38,Month-to-month,Mailed check,0
4426,Male,1,40,98.97,3958.8,Month-to-month,Bank transfer,0
4427,Female,1,64,85.42,5466.88,One year,Credit card,1
4428,Male,1,16,37.97,607.52,Two year,Electronic check,1
4429,Male,0,59,73.55,4339.45,One year,Electronic check,0
4430,Male,1,11,94.77,1042.47,One year,Electronic check,0
4431,Female,0,1,109.59,109.59,Two year,Electronic check,1
4432,Male,0,13,106.26,1381.38,Month-to-month,Mailed check,0
4433,Male,0,30,35.47,1064.1,One year,Electronic check,0
4434,Female,0,69,68.8,4747.2,Month-to-month,Electronic check,0
4435,Male,0,18,67.83,1220.94,Month-to-month,Credit card,1
4436,Male,1,13,109.87,1428.31,Month-to-month,Electronic check,1
4437,Female,0,32,20.19,646.08,Two year,Electronic check,1
4438,Female,0,71,93.87,6664.77,Month-to-month,Credit card,0
4439,Female,0,50,81.86,4093.0,One year,Bank transfer,0
4440,Female,0,71,112.16,7963.36,One year,Mailed check,0
4441,Male,0,31,65.69,2036.39,One year,Mailed check,1
4442,Male,1,51,85.77,4374.27,Two year,Bank transfer,0
4443,Female,0,27,117.27,3166.29,One year,Credit card,0
4444,Female,0,60,94.39,5663.4,Two year,Bank transfer,0
4445,Male,1,33,26.74,882.42,Month-to-month,Mailed check,1
4446,Female,0,53,36.75,1947.75,Month-to-month,Mailed check,1
4447,Male,1,33,102.15,3370.95,Two year,Bank transfer,1
4448,Female,1,41,53.48,2192.68,Two year,Electronic check,0
4449,Male,1,19,90.59,1721.21,Two year,Mailed check,1
4450,Female,1,41,89.98,3689.18,Month-to-month,Bank transfer,0
4451,Female,0,42,119.37,5013.54,Two year,Electronic check,1
4452,Male,0,23,66.99,1540.77,Month-to-month,Electronic check,0
4453,Female,1,33,93.78,3094.74,Month-to-month,Credit card,0
4454,Male,1,20,24.88,497.6,One year,Bank transfer,0
4455,Male,0,25,66.26,1656.5,Month-to-month,Mailed check,0
4456,Male,1,52,38.67,2010.84,Two year,Credit card,0
4457,Male,1,12,104.06,1248.72,Two year,Mailed check,0
4458,Male,1,32,103.99,3327.68,Two year,Electronic check,0
4459,Female,0,33,43.64,1440.12,Month-to-month,Bank transfer,0
4460,Female,1,68,51.83,3524.44,Month-to-month,Electronic check,0
4461,Male,0,15,90.25,1353.75,One year,Electronic check,1
4462,Female,0,51,93.83,4785.33,One year,Electronic check,1
4463,Male,0,6,85.76,514.56,Two year,Bank transfer,1
4464,Female,1,69,119.67,8257.23,Month-to-month,Credit card,0
4465,Female,1,69,106.87,7374.03,Two year,Mailed check,1
4466,Female,0,35,61.71,2159.85,Two year,Electronic check,1
4467,Female,0,34,52.7,1791.8,Two year,Mailed check,0
4468,Male,0,63,79.68,5019.84,One year,Mailed check,0
4469,Male,1,68,101.76,6919.68,Two year,Credit card,0
4470,Female,1,18,67.53,1215.54,One year,Bank transfer,0
4471,Female,0,26,93.77,2438.02,Month-to-month,Mailed check,1
4472,Male,0,61,21.92,1337.12,Two year,Credit card,0
4473,Female,1,48,112.58,5403.84,One year,Mailed check,0
4474,Male,0,31,97.38,3018.78,Month-to-month,Electronic check,0
4475,Male,1,34,59.42,2020.28,One year,Credit card,0
4476,Male,1,7,58.4,408.8,Two year,Bank transfer,0
4477,Female,0,7,30.29,212.03,Month-to-month,Bank transfer,0
4478,Male,0,47,101.62,4776.14,Month-to-month,Electronic check,0
4479,Female,1,8,96.86,774.88,Month-to-month,Electronic check,0
4480,Male,1,1,83.02,83.02,One year,Mailed check,0
4481,Female,1,3,30.15,90.45,One year,Credit card,1
4482,Female,1,53,46.23,2450.19,One year,Credit card,1
4483,Female,1,38,65.89,2503.82,Month-to-month,Credit card,0
4484,Male,0,51,46.6,2376.6,Two year,Credit card,0
4485,Male,1,15,63.4,951.0,Two year,Mailed check,0
4486,Female,1,67,42.6,2854.2,Month-to-month,Credit card,0
4487,Female,1,64,54.96,3517.44,Two year,Credit card,0
4488,Female,0,68,85.23,5795.64,Month-to-month,Bank transfer,0
4489,Male,0,5,109.24,546.2,Two year,Bank transfer,1
4490,Male,1,10,58.5,585.0,Two year,Mailed check,0
4491,Male,1,8,89.19,713.52,Two year,Electronic check,1
4492,Male,0,12,33.48,401.76,One year,Bank transfer,0
4493,Female,0,64,74.08,4741.12,One year,Electronic check,0
4494,Female,0,59,112.17,6618.03,Month-to-month,Mailed check,0
4495,Male,0,67,22.79,1526.93,One year,Bank transfer,0
4496,Male,1,50,46.76,2338.0,Month-to-month,Bank transfer,0
4497,Female,0,23,33.25,764.75,One year,Mailed check,1
4498,Male,1,40,73.31,2932.4,Two year,Credit card,0
4499,Male,1,18,87.96,1583.28,One year,Mailed check,0
4500,Male,0,21,25.78,541.38,One year,Electronic check,1
4501,Male,0,1,27.03,27.03,One year,Electronic check,0
4502,Male,0,38,106.96,4064.48,Month-to-month,Credit card,0
4503,Male,0,41,65.62,2690.42,Month-to-month,Mailed check,0
4504,Female,1,42,66.3,2784.6,Two year,Mailed check,0
4505,Male,1,9,114.46,1030.14,Two year,Credit card,0
4506,Male,1,23,52.02,1196.46,Two year,Mailed check,0
4507,Female,0,11,109.7,1206.7,One year,Bank transfer,0
4508,Female,1,71,117.43,8337.53,Two year,Mailed check,0
4509,Female,0,31,44.17,1369.27,Month-to-month,Bank transfer,1
4510,Male,1,26,71.4,1856.4,Two year,Mailed check,0
4511,Female,0,30,73.44,2203.2,Two year,Bank transfer,0
4512,Male,1,34,106.62,3625.08,Two year,Electronic check,0
4513,Male,1,46,50.39,2317.94,Two year,Credit card,0
4514,Male,0,69,99.8,6886.2,Two year,Electronic check,1
4515,Female,1,5,117.1,585.5,Month-to-month,Bank transfer,0
4516,Female,1,61,104.03,6345.83,One year,Credit card,1
4517,Female,0,38,110.91,4214.58,Two year,Electronic check,0
4518,Female,0,28,90.84,2543.52,One year,Electronic check,0
4519,Female,0,26,110.4,2870.4,Two year,Bank transfer,1
4520,Male,0,61,36.49,2225.89,One year,Mailed check,0
4521,Male,0,23,91.24,2098.52,Month-to-month,Mailed check,1
4522,Male,1,46,93.19,4286.74,One year,Bank transfer,0
4523,Male,0,30,63.92,1917.6,Two year,Electronic check,1
4524,Female,1,67,27.97,1873.99,One year,Mailed check,0
4525,Female,1,33,82.24,2713.92,One year,Mailed check,1
4526,Male,0,3,25.19,75.57,Two year,Electronic check,0
4527,Female,1,69,58.24,4018.56,One year,Bank transfer,0
4528,Female,1,42,59.37,2493.54,Two year,Bank transfer,0
4529,Male,0,62,119.89,7433.18,Month-to-month,Mailed check,1
4530,Male,1,58,49.98,2898.84,Two year,Bank transfer,0
4531,Female,0,57,102.05,5816.85,Month-to-month,Electronic check,0
4532,Female,0,1,25.32,25.32,One year,Bank transfer,1
4533,Male,0,60,72.98,4378.8,Two year,Credit card,0
4534,Male,1,69,73.67,5083.23,One year,Bank transfer,0
4535,Male,1,59,82.87,4889.33,Month-to-month,Bank transfer,1
4536,Female,1,46,101.0,4646.0,Month-to-month,Bank transfer,0
4537,Male,1,34,96.19,3270.46,One year,Credit card,1
4538,Male,0,25,96.1,2402.5,Two year,Electronic check,0
4539,Female,1,42,63.23,2655.66,Two year,Bank transfer,0
4540,Female,0,29,92.75,2689.75,Two year,Mailed check,0
4541,Female,1,25,69.13,1728.25,Two year,Bank transfer,1
4542,Female,1,54,26.7,1441.8,Month-to-month,Credit card,1
4543,Female,1,67,109.02,7304.34,Two year,Credit card,0
4544,Male,1,15,109.02,1635.3,One year,Mailed check,0
4545,Male,1,4,52.29,209.16,Month-to-month,Credit card,0
4546,Female,0,38,111.39,4232.82,One year,Credit card,1
4547,Female,1,20,95.8,1916.0,One year,Credit card,0
4548,Female,1,23,60.08,1381.84,One year,Electronic check,0
4549,Female,1,37,53.15,1966.55,Month-to-month,Credit card,1
4550,Female,1,62,117.51,7285.62,Two year,Bank transfer,1
4551,Male,0,8,91.26,730.08,One year,Mailed check,0
4552,Male,1,37,57.88,2141.56,One year,Bank transfer,1
4553,Male,0,45,84.2,3789.0,Two year,Bank transfer,1
4554,Male,1,33,77.15,2545.95,Two year,Mailed check,1
4555,Female,0,7,72.45,507.15,Two year,Electronic check,0
4556,Male,0,22,84.47,1858.34,Two year,Electronic check,0
4557,Female,0,5,73.76,368.8,One year,Credit card,1
4558,Female,0,15,85.48,1282.2,Month-to-month,Electronic check,0
4559,Female,0,21,110.76,2325.96,Two year,Electronic check,0
4560,Male,1,17,119.33,2028.61,Two year,Credit card,0
4561,Female,0,56,90.93,5092.08,One year,Electronic check,0
4562,Male,1,50,112.78,5639.0,Two year,Electronic check,0
4563,Male,0,7,105.84,740.88,One year,Credit card,1
4564,Female,0,50,49.5,2475.0,One year,Bank transfer,0
4565,Female,1,60,113.29,6797.4,One year,Bank transfer,0
4566,Female,0,7,27.08,189.56,One year,Mailed check,0
4567,Male,0,40,52.99,2119.6,Two year,Electronic check,0
4568,Female,0,45,83.99,3779.55,Month-to-month,Credit card,0
4569,Male,0,59,72.69,4288.71,Two year,Credit card,1
